req_priority,tech_rank,opport,support_type,source_req,proj_type,type_feature,bu,numProd_line,total_effort,release
2,11,0,1,15,23,5,2,1,5,0
1,18,0,1,15,10,2,3,2,0,0
1,29,3,1,15,44,3,1,1,0,0
1,3,0,1,7,11,3,1,1,42,1
0,1,0,1,3,58,2,3,2,4,1
1,24,0,1,7,11,2,2,1,13,0
0,999,0,1,7,65,2,3,1,0,0
0,18,0,1,7,65,2,1,2,5,0
1,25,0,1,3,12,4,2,2,68,0
1,38,0,1,11,44,3,1,1,4,0
0,16,0,1,3,43,3,1,3,0,0
1,7,3,1,15,44,4,2,4,11.45,1
0,18,0,1,5,65,2,3,2,8,0
0,43,3,1,15,25,4,2,1,14,0
0,4,3,1,15,44,4,3,5,7,0
0,999,0,1,15,44,4,2,1,0,0
1,6,3,1,15,0,4,2,4,2,0
0,37,0,1,15,44,3,1,2,3,0
0,999,0,2,1,47,2,3,14,41.95,1
0,1,0,1,7,52,2,1,2,3.1,0
0,1,0,1,7,52,2,1,2,6.5,0
0,1,0,1,7,52,2,1,1,6,0
1,20,3,1,15,44,4,2,4,1,0
1,6,0,2,6,32,2,3,6,13,0
0,999,0,1,15,44,3,3,1,2,0
0,999,0,1,15,44,3,1,1,0.5,0
0,999,0,1,15,38,3,1,3,0,0
0,28,0,1,15,44,3,1,1,5,0
0,999,0,1,15,11,2,3,1,5,0
1,4,0,1,5,59,4,2,3,5,0
0,32,3,1,15,38,4,2,3,17,0
0,54,0,1,3,24,2,2,4,2.5,0
0,53,3,1,3,24,4,2,4,1.5,0
0,18,0,1,5,44,3,1,1,6,0
0,2,0,1,5,62,5,1,1,18,0
0,10,0,2,1,42,3,1,2,2.1,1
0,15,0,1,15,0,5,1,1,4,0
0,14,0,1,15,0,5,1,1,4,0
0,27,3,1,15,44,1,3,1,8,0
0,11,0,1,15,18,2,3,1,11,0
0,26,3,1,15,44,1,3,1,2.5,1
0,999,3,1,11,44,4,2,1,6.2,1
0,31,0,1,15,44,4,2,1,0.5,0
0,999,0,2,1,39,4,2,2,0,0
0,29,0,1,15,44,4,2,1,0.5,0
0,10,0,1,15,0,5,2,2,2,0
0,4,0,1,15,54,5,1,1,24,0
0,12,0,1,15,54,5,1,2,7,0
1,38,0,1,15,0,5,3,7,4,0
0,19,0,1,15,54,5,2,2,6,0
0,999,3,1,7,65,3,1,1,0.9,1
0,18,0,1,14,55,2,3,2,5.5,0
0,18,0,1,14,55,2,3,1,1,0
0,999,3,1,3,61,4,2,2,0.5,0
0,1,0,1,7,11,2,3,1,92.4,1
0,999,0,1,7,11,2,3,1,103,0
0,999,0,1,15,44,1,3,1,3,0
0,999,0,1,15,0,5,3,2,4.6,1
0,30,0,1,7,27,3,1,1,1.5,0
0,999,0,1,7,27,3,1,2,11.2,1
0,999,0,1,15,0,5,3,1,6,0
0,10,0,1,5,44,1,3,2,0,0
0,999,0,1,15,6,2,3,2,6,0
0,999,0,1,3,12,4,2,3,144,0
2,16,0,1,15,44,1,1,4,18.5,0
0,999,3,1,15,44,3,1,3,1.1,1
2,12,0,1,5,44,1,1,1,9,0
0,19,0,1,15,6,3,1,2,1.5,0
0,2,0,2,1,47,3,1,2,24.4,1
0,16,0,2,1,20,2,1,1,9,0
1,7,3,1,3,63,3,1,5,67.85,1
1,39,0,1,11,17,3,1,1,2,0
0,13,0,1,15,44,3,1,1,1,0
0,11,0,1,15,0,5,1,1,4,0
1,22,0,1,15,15,3,1,2,15.4,1
1,18,0,1,15,1,2,3,3,10.05,1
1,4,0,1,15,38,2,1,2,3,0
1,10,0,1,11,44,3,1,2,7.3,1
0,39,0,1,15,26,4,3,2,5,0
0,999,0,1,15,65,2,3,1,1,0
0,999,0,2,2,4,2,4,1,0,1
0,999,0,2,2,4,2,4,1,0,1
0,999,0,1,15,23,4,2,4,3.85,1
0,52,0,1,5,0,5,3,4,0,0
0,17,0,1,7,62,2,1,1,12,0
0,8,0,1,7,62,3,1,1,8.1,1
0,5,0,2,1,42,3,1,6,1.35,0
1,17,0,1,5,0,5,3,1,3,0
0,26,0,1,11,17,3,1,2,0,0
1,999,0,1,15,0,5,3,9,63,0
1,44,0,1,15,44,1,1,1,3,0
0,20,0,1,15,44,3,1,2,1.5,0
0,999,0,1,15,44,1,1,2,2,1
0,999,0,1,7,60,2,3,1,0,0
0,5,0,1,15,60,5,3,1,0,0
0,999,0,1,15,60,5,3,1,0,0
0,3,0,1,15,60,5,3,1,0,0
0,42,0,1,15,60,5,3,2,0,0
0,999,3,2,1,32,2,3,2,5.8,1
0,20,0,1,3,12,4,2,1,2,1
0,7,0,1,7,65,3,1,1,30,0
1,4,0,1,3,56,2,3,1,18,1
1,5,0,1,3,56,3,1,1,11.4,1
1,6,0,1,3,56,4,3,2,8.6,1
1,8,0,1,3,56,2,3,1,5.8,1
0,999,0,1,3,58,2,3,2,2.2,1
0,9,0,1,5,44,1,2,3,2,0
1,1,0,1,3,24,2,3,6,46.5,1
0,1,0,2,1,42,3,1,6,6.8,1
0,20,3,2,1,32,2,3,2,6.4,0
0,24,0,1,14,55,2,1,4,8.2,1
0,25,0,1,14,55,2,2,4,6.5,1
0,23,0,1,14,55,2,3,5,46.8,1
0,2,0,1,11,17,3,1,1,8,0
0,999,0,2,1,50,2,2,5,21.4,1
1,14,0,1,12,65,2,3,3,12.5,1
0,1,0,1,15,44,3,1,1,5.3,1
0,15,0,1,15,54,5,1,1,4,0
0,44,3,1,15,44,3,3,1,0,0
0,999,0,2,2,46,2,3,6,10.675,1
0,25,0,1,7,10,2,3,2,5,0
1,33,0,2,6,32,2,3,1,0,0
0,999,3,2,2,34,2,3,6,5.8,1
0,12,0,1,3,49,3,3,3,10.525,0
0,21,3,1,15,10,2,3,3,13.5,0
0,20,0,1,5,10,2,3,3,2.5,0
1,34,0,1,15,44,3,1,3,12,1
0,18,3,1,15,10,4,2,1,8,0
1,2,0,1,3,43,2,1,3,30.7,1
0,17,0,1,7,11,2,2,1,34,0
0,11,3,1,15,38,3,1,5,33,0
0,999,0,1,7,11,3,1,1,14,0
1,10,0,1,11,17,3,1,1,0,0
0,14,3,1,15,44,4,2,3,47,0
0,3,0,1,7,62,3,1,1,17.5,1
0,999,0,1,3,58,2,3,10,63.7,1
1,15,0,1,3,12,4,2,1,6,1
0,999,0,1,15,48,5,3,3,13.7,1
1,37,3,1,15,38,3,1,5,65.5,0
1,10,0,1,5,43,2,1,1,7.5,1
0,999,0,2,13,8,2,3,3,2.7,1
0,999,0,1,14,55,2,3,5,5,0
0,999,0,1,15,0,5,3,13,5.5,0
1,70,3,1,15,44,1,3,1,0.5,0
0,999,0,1,15,0,3,1,5,0,0
1,22,0,1,5,41,5,3,3,24,0
1,10,3,1,3,12,4,2,2,54.4,1
0,12,0,1,15,44,4,2,2,1,0
0,999,0,1,15,0,5,2,2,3,0
0,150,0,1,14,51,2,4,1,0,0
0,14,0,1,15,62,5,1,1,3,0
0,2,0,2,1,42,4,2,3,12.2,1
0,999,0,1,5,44,3,1,1,0.6,1
0,999,0,1,15,38,3,1,3,8.9,1
0,999,0,2,1,42,4,2,6,35.4,1
0,999,0,1,15,44,4,2,2,3,1
0,999,0,1,15,44,4,2,3,4.2,1
0,48,0,1,15,38,2,2,4,2,0
0,5,0,1,7,62,3,1,1,10.2,1
1,50,0,1,7,65,3,1,1,0,0
1,18,0,1,3,43,2,3,1,7.6,1
1,52,0,1,7,65,2,3,1,0,0
0,12,0,1,7,52,2,1,1,39,0
1,26,0,1,7,14,3,1,1,2,1
1,28,0,1,7,14,2,1,2,1.2,1
1,28,0,1,7,14,2,1,2,0.4,1
0,999,3,1,7,65,3,1,1,4.6,1
0,999,0,2,13,37,2,3,1,2.5,1
0,4,3,1,15,38,3,1,6,117,0
1,47,0,1,15,38,3,1,3,2,0
1,30,0,1,3,43,2,3,2,6.8,1
0,5,0,1,7,62,3,1,1,8,1
0,6,0,1,7,62,3,1,1,9.2,1
4,4,0,1,7,62,3,1,1,55.7,1
0,5,0,1,3,61,4,2,1,1,1
1,1,0,1,14,55,2,3,4,111.1,1
1,12,0,1,11,44,3,1,1,0,0
0,999,0,1,3,56,2,3,1,4.85,1
0,999,0,1,3,56,3,1,1,12.65,1
0,999,0,1,3,56,2,3,2,16.2,1
0,999,0,1,3,56,2,3,1,4.4,1
0,13,0,1,11,44,3,1,2,0,0
0,27,0,1,11,17,3,1,2,0,0
0,999,0,1,15,13,2,4,2,2.9,1
0,25,0,1,15,44,3,1,2,7,0
0,999,0,1,3,56,2,3,1,2.6,1
0,999,3,1,11,44,4,2,2,2.5,1
0,16,0,1,11,44,3,1,1,0,0
0,1,3,2,1,33,2,3,2,1.4,1
0,28,3,1,15,44,4,2,1,5,0
0,999,0,1,3,63,3,1,2,0,0
1,19,0,1,15,54,5,2,2,8,0
0,999,0,1,15,38,3,1,3,33.4,1
0,999,0,1,15,66,3,1,2,2.4,1
0,999,0,2,2,53,2,3,3,10.925,1
0,999,0,1,15,38,4,2,4,5.6,1
0,4,0,1,11,44,1,2,1,5.5,0
0,5,0,1,11,44,1,2,1,0,0
0,999,0,2,1,32,4,2,6,5.1,1
0,999,3,1,7,65,2,3,1,9.3,1
0,10,0,1,7,62,3,1,1,1,1
0,15,0,1,15,16,4,2,1,2.5,1
0,4,0,1,14,55,2,3,11,4.6,1
0,999,0,1,15,13,2,3,6,24,0
0,30,0,1,15,65,2,3,2,0,0
0,3,0,1,7,27,3,1,1,2.6,1
0,12,0,1,15,54,5,3,2,0,0
0,3,0,1,14,55,2,3,3,137,0
0,5,0,2,1,47,2,1,7,37.1,1
0,7,0,1,3,61,4,2,3,6.3,1
0,999,0,2,1,47,2,1,5,15.4,1
0,999,0,1,14,55,2,3,4,17.3,1
0,999,0,2,13,9,2,1,7,5,1
0,2,0,1,15,44,1,3,1,5,0
0,999,0,1,7,65,2,3,1,0.9,1
0,1,0,2,1,5,2,3,8,27.2,1
0,999,0,2,2,34,2,3,5,3.8,1
0,10,0,1,5,44,3,1,1,9.9,1
0,9,0,1,15,18,2,1,1,0,0
0,5,0,2,1,47,2,3,1,34,0
0,1,3,2,1,33,2,3,4,3,1
0,999,0,1,15,51,2,1,2,0,0
0,2,0,1,15,51,2,3,3,5.7,0
0,999,0,1,14,51,2,3,2,0.3,1
0,999,0,1,14,51,2,3,3,4,1
0,999,0,1,14,51,2,3,2,1.4,1
0,999,0,1,14,51,2,3,2,2.9,1
0,999,0,1,14,51,2,3,2,3.2,1
0,13,0,1,15,11,2,3,1,0.4,0
0,12,0,1,15,0,5,3,1,9.6,0
0,999,0,1,15,11,2,3,1,1.4,1
0,999,0,1,15,23,5,3,1,0,0
0,999,0,1,15,0,5,3,1,0,0
0,999,0,2,2,31,2,3,3,2,1
0,999,0,1,14,55,2,3,1,26,0
1,1,0,1,14,55,2,3,1,0,0
0,52,0,1,14,55,2,3,11,5,0
1,2,0,1,3,49,3,1,2,21.4,1
0,999,0,1,14,55,2,3,2,0.1,1
0,999,0,1,14,55,2,3,2,1.4,1
0,1,0,1,15,11,2,3,1,2.1,1
0,1,0,1,15,11,2,3,1,14.6,1
0,999,0,1,14,55,2,4,0,0,0
0,999,0,1,15,38,3,1,3,16.1,1
0,999,0,1,15,38,3,1,1,0.1,1
1,42,0,1,15,44,1,3,3,8,0
0,8,3,1,3,61,4,2,1,13,0
0,1,0,1,14,55,2,3,2,2.7,1
0,3,3,1,15,57,5,3,1,8,0
0,999,0,1,7,14,3,1,1,10.1,1
0,999,0,1,14,51,3,1,2,2.5,1
0,5,0,2,1,5,2,4,2,2,0
1,1,0,1,3,12,2,2,4,5,0
0,999,0,1,5,0,4,2,4,5.2,1
0,999,3,1,11,44,4,2,2,2.4,1
0,999,0,1,15,38,3,1,2,12.3,1
0,5,0,1,15,54,5,4,2,24,1
0,999,0,1,5,0,5,4,1,5,0
0,999,0,1,11,65,2,4,1,0,0
0,3,0,1,15,44,1,2,2,11,1
0,999,0,1,5,0,5,4,2,5,1
0,999,0,1,5,38,3,1,3,13,1
0,13,0,1,7,62,2,1,4,0,0
0,9,0,1,15,62,5,4,1,0,0
0,999,0,2,1,42,2,4,6,0,1
0,999,0,1,3,58,2,4,1,0,1
0,1,0,2,13,63,5,4,1,0,0
0,999,0,1,11,17,1,4,1,0,1
1,34,0,1,15,44,3,1,3,12,1
1,22,0,1,15,23,5,2,3,3,0
2,3,0,1,15,44,1,3,2,22,0
1,33,3,1,15,44,3,1,3,2,0
2,5,0,1,15,44,1,3,3,3.1,0
1,13,3,1,3,61,4,2,5,6.7,1
0,13,0,1,15,10,2,3,1,21.5,0
1,43,3,1,5,44,4,2,2,3,0
1,20,0,1,15,10,2,3,1,4,0
1,38,0,1,15,38,3,1,6,9,0
1,49,3,1,15,38,4,2,4,5,0
0,24,0,1,15,44,3,1,1,6,0
0,16,3,1,15,44,1,2,1,0,0
1,25,0,1,15,60,5,3,4,0.4,0
1,7,0,1,15,0,5,1,1,3,0
0,8,0,1,14,55,2,3,8,23,0
1,27,0,1,15,0,5,2,3,4.5,0
0,46,3,1,15,38,2,3,2,7,0
1,4,0,1,15,44,3,1,2,1,0
1,41,0,1,15,0,5,3,9,23,0
0,13,0,1,3,43,2,1,1,9,0
1,46,0,1,15,0,5,3,9,6.5,0
0,3,0,1,15,52,5,3,1,0,0
2,41,0,1,15,0,5,3,1,12.5,0
0,36,0,1,15,0,5,3,2,6,0
0,999,0,1,15,6,2,3,3,18,1
1,10,0,1,15,0,5,3,2,1,0
1,4,0,1,15,41,5,1,2,15,0
1,51,0,1,4,0,5,3,3,0,0
1,8,0,1,15,62,3,1,4,14.7,1
0,10,0,1,14,55,2,3,1,8,0
0,32,0,1,5,44,3,1,3,39,0
2,11,0,1,15,23,2,2,3,3,0
2,1,0,1,7,65,2,1,1,10,0
0,45,0,1,15,38,3,1,4,9,0
1,22,3,1,11,44,3,1,3,158,0
0,17,0,1,15,44,4,2,2,4,0
0,11,0,1,15,1,2,3,3,0.5,0
0,30,0,1,5,10,2,3,1,5,0
0,9,0,1,14,55,2,3,11,21.5,0
2,10,0,1,15,44,1,3,3,7,0
1,2,0,1,7,11,2,3,1,32.5,0
0,10,0,1,7,11,2,3,1,3.3,1
0,22,0,1,7,11,2,3,1,33.362,1
1,30,0,1,15,44,1,3,1,22,0
1,10,3,1,15,41,4,2,3,18,0
1,17,0,1,15,62,5,1,2,3,0
0,14,0,1,15,44,1,3,5,9,0
0,3,0,1,4,65,2,3,2,10,0
1,48,0,1,14,55,2,3,9,49,0
0,10,0,1,15,0,5,1,1,7,0
1,18,0,1,15,44,1,1,2,10,0
1,6,0,1,15,62,5,1,3,11,0
1,42,0,1,15,44,3,1,1,5,0
0,9,0,1,15,44,1,3,8,2,0
0,19,0,1,15,10,2,3,2,4.5,0
1,38,0,1,7,10,2,3,2,11.175,1
2,11,0,1,15,23,5,2,1,5,0
1,18,0,1,15,10,2,3,2,0,0
1,29,3,1,15,44,3,1,1,0,0
1,3,0,1,7,11,3,1,1,42,1
0,1,0,1,3,58,2,3,2,4,1
1,24,0,1,7,11,2,2,1,13,0
0,999,0,1,7,65,2,3,1,0,0
0,18,0,1,7,65,2,1,2,5,0
1,25,0,1,3,12,4,2,2,68,0
1,38,0,1,11,44,3,1,1,4,0
0,16,0,1,3,43,3,1,3,0,0
1,7,3,1,15,44,4,2,4,11.45,1
0,18,0,1,5,65,2,3,2,8,0
0,43,3,1,15,25,4,2,1,14,0
0,4,3,1,15,44,4,3,5,7,0
0,999,0,1,15,44,4,2,1,0,0
1,6,3,1,15,0,4,2,4,2,0
0,37,0,1,15,44,3,1,2,3,0
0,999,0,2,1,47,2,3,14,41.95,1
0,1,0,1,7,52,2,1,2,3.1,0
0,1,0,1,7,52,2,1,2,6.5,0
0,1,0,1,7,52,2,1,1,6,0
1,20,3,1,15,44,4,2,4,1,0
1,6,0,2,6,32,2,3,6,13,0
0,999,0,1,15,44,3,3,1,2,0
0,999,0,1,15,44,3,1,1,0.5,0
0,999,0,1,15,38,3,1,3,0,0
0,28,0,1,15,44,3,1,1,5,0
0,999,0,1,15,11,2,3,1,5,0
1,4,0,1,5,59,4,2,3,5,0
0,32,3,1,15,38,4,2,3,17,0
0,54,0,1,3,24,2,2,4,2.5,0
0,53,3,1,3,24,4,2,4,1.5,0
0,18,0,1,5,44,3,1,1,6,0
0,2,0,1,5,62,5,1,1,18,0
0,10,0,2,1,42,3,1,2,2.1,1
0,15,0,1,15,0,5,1,1,4,0
0,14,0,1,15,0,5,1,1,4,0
0,27,3,1,15,44,1,3,1,8,0
0,11,0,1,15,18,2,3,1,11,0
0,26,3,1,15,44,1,3,1,2.5,1
0,999,3,1,11,44,4,2,1,6.2,1
0,31,0,1,15,44,4,2,1,0.5,0
0,999,0,2,1,39,4,2,2,0,0
0,29,0,1,15,44,4,2,1,0.5,0
0,10,0,1,15,0,5,2,2,2,0
0,4,0,1,15,54,5,1,1,24,0
0,12,0,1,15,54,5,1,2,7,0
1,38,0,1,15,0,5,3,7,4,0
0,19,0,1,15,54,5,2,2,6,0
0,999,3,1,7,65,3,1,1,0.9,1
0,18,0,1,14,55,2,3,2,5.5,0
0,18,0,1,14,55,2,3,1,1,0
0,999,3,1,3,61,4,2,2,0.5,0
0,1,0,1,7,11,2,3,1,92.4,1
0,999,0,1,7,11,2,3,1,103,0
0,999,0,1,15,44,1,3,1,3,0
0,999,0,1,15,0,5,3,2,4.6,1
0,30,0,1,7,27,3,1,1,1.5,0
0,999,0,1,7,27,3,1,2,11.2,1
0,999,0,1,15,0,5,3,1,6,0
0,10,0,1,5,44,1,3,2,0,0
0,999,0,1,15,6,2,3,2,6,0
0,999,0,1,3,12,4,2,3,144,0
2,16,0,1,15,44,1,1,4,18.5,0
0,999,3,1,15,44,3,1,3,1.1,1
2,12,0,1,5,44,1,1,1,9,0
0,19,0,1,15,6,3,1,2,1.5,0
0,2,0,2,1,47,3,1,2,24.4,1
0,16,0,2,1,20,2,1,1,9,0
1,7,3,1,3,63,3,1,5,67.85,1
1,39,0,1,11,17,3,1,1,2,0
0,13,0,1,15,44,3,1,1,1,0
0,11,0,1,15,0,5,1,1,4,0
1,22,0,1,15,15,3,1,2,15.4,1
1,18,0,1,15,1,2,3,3,10.05,1
1,4,0,1,15,38,2,1,2,3,0
1,10,0,1,11,44,3,1,2,7.3,1
0,39,0,1,15,26,4,3,2,5,0
0,999,0,1,15,65,2,3,1,1,0
0,999,0,2,2,4,2,4,1,0,1
0,999,0,2,2,4,2,4,1,0,1
0,999,0,1,15,23,4,2,4,3.85,1
0,52,0,1,5,0,5,3,4,0,0
0,17,0,1,7,62,2,1,1,12,0
0,8,0,1,7,62,3,1,1,8.1,1
0,5,0,2,1,42,3,1,6,1.35,0
1,17,0,1,5,0,5,3,1,3,0
0,26,0,1,11,17,3,1,2,0,0
1,999,0,1,15,0,5,3,9,63,0
1,44,0,1,15,44,1,1,1,3,0
0,20,0,1,15,44,3,1,2,1.5,0
0,999,0,1,15,44,1,1,2,2,1
0,999,0,1,7,60,2,3,1,0,0
0,5,0,1,15,60,5,3,1,0,0
0,999,0,1,15,60,5,3,1,0,0
0,3,0,1,15,60,5,3,1,0,0
0,42,0,1,15,60,5,3,2,0,0
0,999,3,2,1,32,2,3,2,5.8,1
0,20,0,1,3,12,4,2,1,2,1
0,7,0,1,7,65,3,1,1,30,0
1,4,0,1,3,56,2,3,1,18,1
1,5,0,1,3,56,3,1,1,11.4,1
1,6,0,1,3,56,4,3,2,8.6,1
1,8,0,1,3,56,2,3,1,5.8,1
0,999,0,1,3,58,2,3,2,2.2,1
0,9,0,1,5,44,1,2,3,2,0
1,1,0,1,3,24,2,3,6,46.5,1
0,1,0,2,1,42,3,1,6,6.8,1
0,20,3,2,1,32,2,3,2,6.4,0
0,24,0,1,14,55,2,1,4,8.2,1
0,25,0,1,14,55,2,2,4,6.5,1
0,23,0,1,14,55,2,3,5,46.8,1
0,2,0,1,11,17,3,1,1,8,0
0,999,0,2,1,50,2,2,5,21.4,1
1,14,0,1,12,65,2,3,3,12.5,1
0,1,0,1,15,44,3,1,1,5.3,1
0,15,0,1,15,54,5,1,1,4,0
0,44,3,1,15,44,3,3,1,0,0
0,999,0,2,2,46,2,3,6,10.675,1
0,25,0,1,7,10,2,3,2,5,0
1,33,0,2,6,32,2,3,1,0,0
0,999,3,2,2,34,2,3,6,5.8,1
0,12,0,1,3,49,3,3,3,10.525,0
0,21,3,1,15,10,2,3,3,13.5,0
0,20,0,1,5,10,2,3,3,2.5,0
1,34,0,1,15,44,3,1,3,12,1
0,18,3,1,15,10,4,2,1,8,0
1,2,0,1,3,43,2,1,3,30.7,1
0,17,0,1,7,11,2,2,1,34,0
0,11,3,1,15,38,3,1,5,33,0
0,999,0,1,7,11,3,1,1,14,0
1,10,0,1,11,17,3,1,1,0,0
0,14,3,1,15,44,4,2,3,47,0
0,3,0,1,7,62,3,1,1,17.5,1
0,999,0,1,3,58,2,3,10,63.7,1
1,15,0,1,3,12,4,2,1,6,1
0,999,0,1,15,48,5,3,3,13.7,1
1,37,3,1,15,38,3,1,5,65.5,0
1,10,0,1,5,43,2,1,1,7.5,1
0,999,0,2,13,8,2,3,3,2.7,1
0,999,0,1,14,55,2,3,5,5,0
0,999,0,1,15,0,5,3,13,5.5,0
1,70,3,1,15,44,1,3,1,0.5,0
0,999,0,1,15,0,3,1,5,0,0
1,22,0,1,5,41,5,3,3,24,0
1,10,3,1,3,12,4,2,2,54.4,1
0,12,0,1,15,44,4,2,2,1,0
0,999,0,1,15,0,5,2,2,3,0
0,150,0,1,14,51,2,4,1,0,0
0,14,0,1,15,62,5,1,1,3,0
0,2,0,2,1,42,4,2,3,12.2,1
0,999,0,1,5,44,3,1,1,0.6,1
0,999,0,1,15,38,3,1,3,8.9,1
0,999,0,2,1,42,4,2,6,35.4,1
0,999,0,1,15,44,4,2,2,3,1
0,999,0,1,15,44,4,2,3,4.2,1
0,48,0,1,15,38,2,2,4,2,0
0,5,0,1,7,62,3,1,1,10.2,1
1,50,0,1,7,65,3,1,1,0,0
1,18,0,1,3,43,2,3,1,7.6,1
1,52,0,1,7,65,2,3,1,0,0
0,12,0,1,7,52,2,1,1,39,0
1,26,0,1,7,14,3,1,1,2,1
1,28,0,1,7,14,2,1,2,1.2,1
1,28,0,1,7,14,2,1,2,0.4,1
0,999,3,1,7,65,3,1,1,4.6,1
0,999,0,2,13,37,2,3,1,2.5,1
0,4,3,1,15,38,3,1,6,117,0
1,47,0,1,15,38,3,1,3,2,0
1,30,0,1,3,43,2,3,2,6.8,1
0,5,0,1,7,62,3,1,1,8,1
0,6,0,1,7,62,3,1,1,9.2,1
4,4,0,1,7,62,3,1,1,55.7,1
0,5,0,1,3,61,4,2,1,1,1
1,1,0,1,14,55,2,3,4,111.1,1
1,12,0,1,11,44,3,1,1,0,0
0,999,0,1,3,56,2,3,1,4.85,1
0,999,0,1,3,56,3,1,1,12.65,1
0,999,0,1,3,56,2,3,2,16.2,1
0,999,0,1,3,56,2,3,1,4.4,1
0,13,0,1,11,44,3,1,2,0,0
0,27,0,1,11,17,3,1,2,0,0
0,999,0,1,15,13,2,4,2,2.9,1
0,25,0,1,15,44,3,1,2,7,0
0,999,0,1,3,56,2,3,1,2.6,1
0,999,3,1,11,44,4,2,2,2.5,1
0,16,0,1,11,44,3,1,1,0,0
0,1,3,2,1,33,2,3,2,1.4,1
0,28,3,1,15,44,4,2,1,5,0
0,999,0,1,3,63,3,1,2,0,0
1,19,0,1,15,54,5,2,2,8,0
0,999,0,1,15,38,3,1,3,33.4,1
0,999,0,1,15,66,3,1,2,2.4,1
0,999,0,2,2,53,2,3,3,10.925,1
0,999,0,1,15,38,4,2,4,5.6,1
0,4,0,1,11,44,1,2,1,5.5,0
0,5,0,1,11,44,1,2,1,0,0
0,999,0,2,1,32,4,2,6,5.1,1
0,999,3,1,7,65,2,3,1,9.3,1
0,10,0,1,7,62,3,1,1,1,1
0,15,0,1,15,16,4,2,1,2.5,1
0,4,0,1,14,55,2,3,11,4.6,1
0,999,0,1,15,13,2,3,6,24,0
0,30,0,1,15,65,2,3,2,0,0
0,3,0,1,7,27,3,1,1,2.6,1
0,12,0,1,15,54,5,3,2,0,0
0,3,0,1,14,55,2,3,3,137,0
0,5,0,2,1,47,2,1,7,37.1,1
0,7,0,1,3,61,4,2,3,6.3,1
0,999,0,2,1,47,2,1,5,15.4,1
0,999,0,1,14,55,2,3,4,17.3,1
0,999,0,2,13,9,2,1,7,5,1
0,2,0,1,15,44,1,3,1,5,0
0,999,0,1,7,65,2,3,1,0.9,1
0,1,0,2,1,5,2,3,8,27.2,1
0,999,0,2,2,34,2,3,5,3.8,1
0,10,0,1,5,44,3,1,1,9.9,1
0,9,0,1,15,18,2,1,1,0,0
0,5,0,2,1,47,2,3,1,34,0
0,1,3,2,1,33,2,3,4,3,1
0,999,0,1,15,51,2,1,2,0,0
0,2,0,1,15,51,2,3,3,5.7,0
0,999,0,1,14,51,2,3,2,0.3,1
0,999,0,1,14,51,2,3,3,4,1
0,999,0,1,14,51,2,3,2,1.4,1
0,999,0,1,14,51,2,3,2,2.9,1
0,999,0,1,14,51,2,3,2,3.2,1
0,13,0,1,15,11,2,3,1,0.4,0
0,12,0,1,15,0,5,3,1,9.6,0
0,999,0,1,15,11,2,3,1,1.4,1
0,999,0,1,15,23,5,3,1,0,0
0,999,0,1,15,0,5,3,1,0,0
0,999,0,2,2,31,2,3,3,2,1
0,999,0,1,14,55,2,3,1,26,0
1,1,0,1,14,55,2,3,1,0,0
0,52,0,1,14,55,2,3,11,5,0
1,2,0,1,3,49,3,1,2,21.4,1
0,999,0,1,14,55,2,3,2,0.1,1
0,999,0,1,14,55,2,3,2,1.4,1
0,1,0,1,15,11,2,3,1,2.1,1
0,1,0,1,15,11,2,3,1,14.6,1
0,999,0,1,14,55,2,4,0,0,0
0,999,0,1,15,38,3,1,3,16.1,1
0,999,0,1,15,38,3,1,1,0.1,1
1,42,0,1,15,44,1,3,3,8,0
0,8,3,1,3,61,4,2,1,13,0
0,1,0,1,14,55,2,3,2,2.7,1
0,3,3,1,15,57,5,3,1,8,0
0,999,0,1,7,14,3,1,1,10.1,1
0,999,0,1,14,51,3,1,2,2.5,1
0,5,0,2,1,5,2,4,2,2,0
1,1,0,1,3,12,2,2,4,5,0
0,999,0,1,5,0,4,2,4,5.2,1
0,999,3,1,11,44,4,2,2,2.4,1
0,999,0,1,15,38,3,1,2,12.3,1
0,5,0,1,15,54,5,4,2,24,1
0,999,0,1,5,0,5,4,1,5,0
0,999,0,1,11,65,2,4,1,0,0
0,3,0,1,15,44,1,2,2,11,1
0,999,0,1,5,0,5,4,2,5,1
0,999,0,1,5,38,3,1,3,13,1
0,13,0,1,7,62,2,1,4,0,0
0,9,0,1,15,62,5,4,1,0,0
0,999,0,2,1,42,2,4,6,0,1
0,999,0,1,3,58,2,4,1,0,1
0,1,0,2,13,63,5,4,1,0,0
0,999,0,1,11,17,1,4,1,0,1
1,34,0,1,15,44,3,1,3,12,1
